laus_code,state_fips_code,county_fips_code,county_state,year,labor_force,employed,unemployed,unemployment_rate
CN4808700000000,48,87,"Collingsworth , TX",2006,"1,553","1,486",67,4.3
CN4808900000000,48,89,"Colorado , TX",2006,"10,676","10,221",455,4.3
CN4809100000000,48,91,"Comal , TX",2006,"51,236","49,150","2,086",4.1
CN4809300000000,48,93,"Comanche , TX",2006,"6,349","6,066",283,4.5
CN4809500000000,48,95,"Concho , TX",2006,"1,323","1,252",71,5.4
CN4809700000000,48,97,"Cooke , TX",2006,"20,758","19,977",781,3.8
CN4809900000000,48,99,"Coryell , TX",2006,"24,516","22,935","1,581",6.4
CN4810100000000,48,101,"Cottle , TX",2006,789,750,39,4.9
CN4810300000000,48,103,"Crane , TX",2006,"1,722","1,647",75,4.4
CN4810500000000,48,105,"Crockett , TX",2006,"2,027","1,958",69,3.4
CN4810700000000,48,107,"Crosby , TX",2006,"2,844","2,690",154,5.4
CN4810900000000,48,109,"Culberson , TX",2006,"1,636","1,585",51,3.1
CN4811100000000,48,111,"Dallam , TX",2006,"3,021","2,920",101,3.3
CN4811300000000,48,113,"Dallas , TX",2006,"1,146,694","1,088,046","58,648",5.1
CN4811500000000,48,115,"Dawson , TX",2006,"5,080","4,748",332,6.5
CN4811700000000,48,117,"Deaf Smith , TX",2006,"8,209","7,861",348,4.2
CN4811900000000,48,119,"Delta , TX",2006,"2,419","2,294",125,5.2
CN4812100000000,48,121,"Denton , TX",2006,"326,923","313,184","13,739",4.2
CN4812300000000,48,123,"DeWitt , TX",2006,"9,208","8,803",405,4.4
CN4812500000000,48,125,"Dickens , TX",2006,"1,199","1,148",51,4.3
CN4812700000000,48,127,"Dimmit , TX",2006,"3,827","3,538",289,7.6
CN4812900000000,48,129,"Donley , TX",2006,"1,813","1,728",85,4.7
CN4813100000000,48,131,"Duval , TX",2006,"5,234","4,952",282,5.4
CN4813300000000,48,133,"Eastland , TX",2006,"8,323","7,923",400,4.8
CN4813500000000,48,135,"Ector , TX",2006,"65,211","62,705","2,506",3.8
CN4813700000000,48,137,"Edwards , TX",2006,960,919,41,4.3
CN4813900000000,48,139,"Ellis , TX",2006,"68,403","64,983","3,420",5
CN4814100000000,48,141,"El Paso , TX",2006,"291,023","271,630","19,393",6.7
CN4814300000000,48,143,"Erath , TX",2006,"17,741","17,041",700,3.9
CN4814500000000,48,145,"Falls , TX",2006,"7,063","6,626",437,6.2
CN4814700000000,48,147,"Fannin , TX",2006,"13,455","12,652",803,6
CN4814900000000,48,149,"Fayette , TX",2006,"11,981","11,543",438,3.7
CN4815100000000,48,151,"Fisher , TX",2006,"1,953","1,874",79,4
CN4815300000000,48,153,"Floyd , TX",2006,"3,127","2,943",184,5.9
CN4815500000000,48,155,"Foard , TX",2006,665,636,29,4.4
CN4815700000000,48,157,"Fort Bend , TX",2006,"244,549","233,014","11,535",4.7
CN4815900000000,48,159,"Franklin , TX",2006,"5,478","5,251",227,4.1
CN4816100000000,48,161,"Freestone , TX",2006,"10,099","9,703",396,3.9
CN4816300000000,48,163,"Frio , TX",2006,"6,459","6,110",349,5.4
CN4816500000000,48,165,"Gaines , TX",2006,"6,040","5,764",276,4.6
CN4816700000000,48,167,"Galveston , TX",2006,"137,491","130,476","7,015",5.1
CN4816900000000,48,169,"Garza , TX",2006,"2,548","2,451",97,3.8
CN4817100000000,48,171,"Gillespie , TX",2006,"12,815","12,398",417,3.3
CN4817300000000,48,173,"Glasscock , TX",2006,579,553,26,4.5
CN4817500000000,48,175,"Goliad , TX",2006,"3,439","3,301",138,4
CN4817700000000,48,177,"Gonzales , TX",2006,"9,727","9,338",389,4
CN4817900000000,48,179,"Gray , TX",2006,"10,871","10,449",422,3.9
CN4818100000000,48,181,"Grayson , TX",2006,"56,189","53,472","2,717",4.8
CN4818300000000,48,183,"Gregg , TX",2006,"61,403","58,640","2,763",4.5
CN4818500000000,48,185,"Grimes , TX",2006,"10,454","9,896",558,5.3
CN4818700000000,48,187,"Guadalupe , TX",2006,"54,238","51,905","2,333",4.3
CN4818900000000,48,189,"Hale , TX",2006,"16,548","15,692",856,5.2
CN4819100000000,48,191,"Hall , TX",2006,"1,456","1,367",89,6.1
CN4819300000000,48,193,"Hamilton , TX",2006,"3,999","3,832",167,4.2
CN4819500000000,48,195,"Hansford , TX",2006,"2,387","2,302",85,3.6
CN4819700000000,48,197,"Hardeman , TX",2006,"2,332","2,239",93,4
CN4819900000000,48,199,"Hardin , TX",2006,"25,415","24,094","1,321",5.2
CN4820100000000,48,201,"Harris , TX",2006,"1,874,936","1,780,465","94,471",5
CN4820300000000,48,203,"Harrison , TX",2006,"31,445","29,855","1,590",5.1
CN4820500000000,48,205,"Hartley , TX",2006,"2,198","2,111",87,4
CN4820700000000,48,207,"Haskell , TX",2006,"2,943","2,828",115,3.9
CN4820900000000,48,209,"Hays , TX",2006,"69,521","66,632","2,889",4.2
CN4821100000000,48,211,"Hemphill , TX",2006,"2,313","2,251",62,2.7
CN4821300000000,48,213,"Henderson , TX",2006,"34,446","32,682","1,764",5.1
CN4821500000000,48,215,"Hidalgo , TX",2006,"265,667","246,227","19,440",7.3
CN4821700000000,48,217,"Hill , TX",2006,"15,118","14,281",837,5.5
CN4821900000000,48,219,"Hockley , TX",2006,"11,344","10,875",469,4.1
CN4822100000000,48,221,"Hood , TX",2006,"22,995","21,877","1,118",4.9
CN4822300000000,48,223,"Hopkins , TX",2006,"17,341","16,617",724,4.2
CN4822500000000,48,225,"Houston , TX",2006,"8,048","7,558",490,6.1
CN4822700000000,48,227,"Howard , TX",2006,"13,660","13,001",659,4.8
CN4822900000000,48,229,"Hudspeth , TX",2006,"1,424","1,326",98,6.9
CN4823100000000,48,231,"Hunt , TX",2006,"38,463","36,470","1,993",5.2
CN4823300000000,48,233,"Hutchinson , TX",2006,"10,997","10,518",479,4.4
CN4823500000000,48,235,"Irion , TX",2006,993,958,35,3.5
CN4823700000000,48,237,"Jack , TX",2006,"4,360","4,180",180,4.1
CN4823900000000,48,239,"Jackson , TX",2006,"6,400","6,108",292,4.6
CN4824100000000,48,241,"Jasper , TX",2006,"15,573","14,602",971,6.2
CN4824300000000,48,243,"Jeff Davis , TX",2006,"1,197","1,149",48,4
CN4824500000000,48,245,"Jefferson , TX",2006,"111,888","105,151","6,737",6
CN4824700000000,48,247,"Jim Hogg , TX",2006,"2,690","2,575",115,4.3
CN4824900000000,48,249,"Jim Wells , TX",2006,"20,439","19,492",947,4.6
CN4825100000000,48,251,"Johnson , TX",2006,"72,573","69,244","3,329",4.6
CN4825300000000,48,253,"Jones , TX",2006,"7,985","7,567",418,5.2
CN4825500000000,48,255,"Karnes , TX",2006,"5,321","4,997",324,6.1
CN4825700000000,48,257,"Kaufman , TX",2006,"44,396","42,182","2,214",5
CN4825900000000,48,259,"Kendall , TX",2006,"15,059","14,477",582,3.9
CN4826100000000,48,261,"Kenedy , TX",2006,244,237,7,2.9
CN4826300000000,48,263,"Kent , TX",2006,404,388,16,4
CN4826500000000,48,265,"Kerr , TX",2006,"22,493","21,585",908,4
CN4826700000000,48,267,"Kimble , TX",2006,"2,223","2,139",84,3.8
CN4826900000000,48,269,"King , TX",2006,160,153,7,4.4
CN4827100000000,48,271,"Kinney , TX",2006,"1,332","1,255",77,5.8
CN4827300000000,48,273,"Kleberg , TX",2006,"16,195","15,464",731,4.5
CN4827500000000,48,275,"Knox , TX",2006,"1,757","1,684",73,4.2
CN4827700000000,48,277,"Lamar , TX",2006,"23,642","22,376","1,266",5.4
CN4827900000000,48,279,"Lamb , TX",2006,"7,033","6,710",323,4.6
CN4828100000000,48,281,"Lampasas , TX",2006,"10,492","10,075",417,4
CN4828300000000,48,283,"La Salle , TX",2006,"2,738","2,601",137,5
CN4828500000000,48,285,"Lavaca , TX",2006,"10,226","9,856",370,3.6
CN4828700000000,48,287,"Lee , TX",2006,"8,792","8,445",347,3.9
CN4828900000000,48,289,"Leon , TX",2006,"7,616","7,237",379,5
CN4829100000000,48,291,"Liberty , TX",2006,"30,646","28,892","1,754",5.7
CN4829300000000,48,293,"Limestone , TX",2006,"10,231","9,750",481,4.7
CN4829500000000,48,295,"Lipscomb , TX",2006,"1,734","1,677",57,3.3
CN4829700000000,48,297,"Live Oak , TX",2006,"5,051","4,824",227,4.5
CN4829900000000,48,299,"Llano , TX",2006,"8,133","7,755",378,4.6
CN4830100000000,48,301,"Loving , TX",2006,38,34,4,10.5
CN4830300000000,48,303,"Lubbock , TX",2006,"137,550","132,153","5,397",3.9
CN4830500000000,48,305,"Lynn , TX",2006,"2,741","2,589",152,5.5
CN4830700000000,48,307,"McCulloch , TX",2006,"3,708","3,541",167,4.5
CN4830900000000,48,309,"McLennan , TX",2006,"111,630","106,324","5,306",4.8
CN4831100000000,48,311,"McMullen , TX",2006,341,321,20,5.9
CN4831300000000,48,313,"Madison , TX",2006,"4,944","4,686",258,5.2
CN4831500000000,48,315,"Marion , TX",2006,"4,999","4,735",264,5.3
CN4831700000000,48,317,"Martin , TX",2006,"2,127","2,039",88,4.1
CN4831900000000,48,319,"Mason , TX",2006,"2,428","2,356",72,3
CN4832100000000,48,321,"Matagorda , TX",2006,"15,965","14,847","1,118",7
CN4832300000000,48,323,"Maverick , TX",2006,"19,535","17,030","2,505",12.8
CN4832500000000,48,325,"Medina , TX",2006,"19,749","18,850",899,4.6
CN4832700000000,48,327,"Menard , TX",2006,"1,067","1,023",44,4.1
CN4832900000000,48,329,"Midland , TX",2006,"69,629","67,308","2,321",3.3
CN4833100000000,48,331,"Milam , TX",2006,"12,106","11,557",549,4.5
CN4833300000000,48,333,"Mills , TX",2006,"2,401","2,305",96,4
CN4833500000000,48,335,"Mitchell , TX",2006,"3,360","3,163",197,5.9
CN4833700000000,48,337,"Montague , TX",2006,"9,980","9,577",403,4
CN4833900000000,48,339,"Montgomery , TX",2006,"195,209","186,669","8,540",4.4
CN4834100000000,48,341,"Moore , TX",2006,"10,371","10,021",350,3.4
CN4834300000000,48,343,"Morris , TX",2006,"6,155","5,824",331,5.4
CN4834500000000,48,345,"Motley , TX",2006,630,605,25,4
CN4834700000000,48,347,"Nacogdoches , TX",2006,"30,710","29,265","1,445",4.7
CN4834900000000,48,349,"Navarro , TX",2006,"21,095","19,931","1,164",5.5
CN4835100000000,48,351,"Newton , TX",2006,"5,658","5,254",404,7.1
CN4835300000000,48,353,"Nolan , TX",2006,"7,580","7,255",325,4.3
CN4835500000000,48,355,"Nueces , TX",2006,"157,316","149,713","7,603",4.8
CN4835700000000,48,357,"Ochiltree , TX",2006,"5,086","4,933",153,3
CN4835900000000,48,359,"Oldham , TX",2006,"1,017",976,41,4
CN4836100000000,48,361,"Orange , TX",2006,"40,968","38,592","2,376",5.8
CN4836300000000,48,363,"Palo Pinto , TX",2006,"14,387","13,775",612,4.3
CN4836500000000,48,365,"Panola , TX",2006,"11,995","11,479",516,4.3
CN4836700000000,48,367,"Parker , TX",2006,"51,851","49,486","2,365",4.6
CN4836900000000,48,369,"Parmer , TX",2006,"4,369","4,204",165,3.8
CN4837100000000,48,371,"Pecos , TX",2006,"6,713","6,403",310,4.6
CN4837300000000,48,373,"Polk , TX",2006,"16,914","15,894","1,020",6
CN4837500000000,48,375,"Potter , TX",2006,"57,651","55,232","2,419",4.2
CN4837700000000,48,377,"Presidio , TX",2006,"3,214","2,876",338,10.5
CN4837900000000,48,379,"Rains , TX",2006,"5,120","4,874",246,4.8
CN4838100000000,48,381,"Randall , TX",2006,"66,827","64,646","2,181",3.3
CN4838300000000,48,383,"Reagan , TX",2006,"2,286","2,230",56,2.4
CN4838500000000,48,385,"Real , TX",2006,"1,344","1,279",65,4.8
CN4838700000000,48,387,"Red River , TX",2006,"6,228","5,887",341,5.5
CN4838900000000,48,389,"Reeves , TX",2006,"4,122","3,870",252,6.1
CN4839100000000,48,391,"Refugio , TX",2006,"3,807","3,634",173,4.5
CN4839300000000,48,393,"Roberts , TX",2006,554,537,17,3.1
CN4839500000000,48,395,"Robertson , TX",2006,"7,459","7,100",359,4.8
CN4839700000000,48,397,"Rockwall , TX",2006,"35,178","33,628","1,550",4.4
CN4839900000000,48,399,"Runnels , TX",2006,"4,395","4,161",234,5.3
CN4840100000000,48,401,"Rusk , TX",2006,"22,891","21,834","1,057",4.6
CN4840300000000,48,403,"Sabine , TX",2006,"3,416","3,120",296,8.7
CN4840500000000,48,405,"San Augustine , TX",2006,"3,545","3,324",221,6.2
CN4840700000000,48,407,"San Jacinto , TX",2006,"9,939","9,360",579,5.8
CN4840900000000,48,409,"San Patricio , TX",2006,"29,405","27,805","1,600",5.4
CN4841100000000,48,411,"San Saba , TX",2006,"2,555","2,430",125,4.9
CN4841300000000,48,413,"Schleicher , TX",2006,"1,356","1,305",51,3.8
CN4841500000000,48,415,"Scurry , TX",2006,"7,111","6,779",332,4.7
CN4841700000000,48,417,"Shackelford , TX",2006,"2,011","1,950",61,3
CN4841900000000,48,419,"Shelby , TX",2006,"11,942","11,355",587,4.9
CN4842100000000,48,421,"Sherman , TX",2006,"1,312","1,260",52,4
CN4842300000000,48,423,"Smith , TX",2006,"96,249","91,791","4,458",4.6
CN4842500000000,48,425,"Somervell , TX",2006,"3,746","3,567",179,4.8
CN4842700000000,48,427,"Starr , TX",2006,"21,432","18,955","2,477",11.6
CN4842900000000,48,429,"Stephens , TX",2006,"4,419","4,240",179,4.1
CN4843100000000,48,431,"Sterling , TX",2006,870,843,27,3.1
CN4843300000000,48,433,"Stonewall , TX",2006,874,845,29,3.3
CN4843500000000,48,435,"Sutton , TX",2006,"2,832","2,757",75,2.6
CN4843700000000,48,437,"Swisher , TX",2006,"3,500","3,346",154,4.4
CN4843900000000,48,439,"Tarrant , TX",2006,"859,737","819,239","40,498",4.7
CN4844100000000,48,441,"Taylor , TX",2006,"66,352","63,802","2,550",3.8
CN4844300000000,48,443,"Terrell , TX",2006,386,365,21,5.4
CN4844500000000,48,445,"Terry , TX",2006,"5,619","5,330",289,5.1
CN4844700000000,48,447,"Throckmorton , TX",2006,971,937,34,3.5
CN4844900000000,48,449,"Titus , TX",2006,"14,488","13,868",620,4.3
CN4845100000000,48,451,"Tom Green , TX",2006,"52,123","49,975","2,148",4.1
CN4845300000000,48,453,"Travis , TX",2006,"515,190","494,371","20,819",4
CN4845500000000,48,455,"Trinity , TX",2006,"5,751","5,420",331,5.8
CN4845700000000,48,457,"Tyler , TX",2006,"8,194","7,682",512,6.2
CN4845900000000,48,459,"Upshur , TX",2006,"18,822","17,962",860,4.6
CN4846100000000,48,461,"Upton , TX",2006,"1,604","1,544",60,3.7
CN4846300000000,48,463,"Uvalde , TX",2006,"11,350","10,678",672,5.9
CN4846500000000,48,465,"Val Verde , TX",2006,"20,210","19,009","1,201",5.9
CN4846700000000,48,467,"Van Zandt , TX",2006,"25,197","24,056","1,141",4.5
CN4846900000000,48,469,"Victoria , TX",2006,"44,317","42,524","1,793",4
CN4847100000000,48,471,"Walker , TX",2006,"26,213","24,817","1,396",5.3
CN4847300000000,48,473,"Waller , TX",2006,"15,701","14,872",829,5.3
CN4847500000000,48,475,"Ward , TX",2006,"4,718","4,501",217,4.6
CN4847700000000,48,477,"Washington , TX",2006,"16,031","15,358",673,4.2
CN4847900000000,48,479,"Webb , TX",2006,"87,892","83,168","4,724",5.4
CN4848100000000,48,481,"Wharton , TX",2006,"20,548","19,572",976,4.7
CN4848300000000,48,483,"Wheeler , TX",2006,"2,803","2,711",92,3.3
CN4848500000000,48,485,"Wichita , TX",2006,"62,656","59,938","2,718",4.3
CN4848700000000,48,487,"Wilbarger , TX",2006,"7,870","7,589",281,3.6
CN4848900000000,48,489,"Willacy , TX",2006,"7,619","6,930",689,9
CN4849100000000,48,491,"Williamson , TX",2006,"188,614","180,737","7,877",4.2
CN4849300000000,48,493,"Wilson , TX",2006,"18,229","17,428",801,4.4
CN4849500000000,48,495,"Winkler , TX",2006,"3,213","3,088",125,3.9
CN4849700000000,48,497,"Wise , TX",2006,"27,861","26,648","1,213",4.4
CN4849900000000,48,499,"Wood , TX",2006,"17,846","16,942",904,5.1
CN4850100000000,48,501,"Yoakum , TX",2006,"3,579","3,438",141,3.9
CN4850300000000,48,503,"Young , TX",2006,"9,655","9,289",366,3.8
CN4850500000000,48,505,"Zapata , TX",2006,"4,916","4,617",299,6.1
CN4850700000000,48,507,"Zavala , TX",2006,"3,749","3,311",438,11.7
CN4900100000000,49,1,"Beaver , UT",2006,"3,119","3,024",95,3
CN4900300000000,49,3,"Box Elder , UT",2006,"22,846","22,115",731,3.2
CN4900500000000,49,5,"Cache , UT",2006,"58,285","56,941","1,344",2.3
CN4900700000000,49,7,"Carbon , UT",2006,"9,883","9,540",343,3.5
CN4900900000000,49,9,"Daggett , UT",2006,506,482,24,4.7
CN4901100000000,49,11,"Davis , UT",2006,"140,621","136,545","4,076",2.9
CN4901300000000,49,13,"Duchesne , UT",2006,"8,494","8,252",242,2.8
CN4901500000000,49,15,"Emery , UT",2006,"5,235","5,052",183,3.5
CN4901700000000,49,17,"Garfield , UT",2006,"2,677","2,543",134,5
CN4901900000000,49,19,"Grand , UT",2006,"5,030","4,786",244,4.9
CN4902100000000,49,21,"Iron , UT",2006,"20,944","20,335",609,2.9
CN4902300000000,49,23,"Juab , UT",2006,"4,036","3,887",149,3.7
CN4902500000000,49,25,"Kane , UT",2006,"3,438","3,315",123,3.6
CN4902700000000,49,27,"Millard , UT",2006,"6,188","6,006",182,2.9
CN4902900000000,49,29,"Morgan , UT",2006,"3,942","3,823",119,3
CN4903100000000,49,31,"Piute , UT",2006,891,864,27,3
CN4903300000000,49,33,"Rich , UT",2006,"1,407","1,375",32,2.3
CN4903500000000,49,35,"Salt Lake , UT",2006,"534,687","519,133","15,554",2.9
CN4903700000000,49,37,"San Juan , UT",2006,"4,885","4,586",299,6.1
CN4903900000000,49,39,"Sanpete , UT",2006,"10,662","10,262",400,3.8
CN4904100000000,49,41,"Sevier , UT",2006,"9,390","9,089",301,3.2
CN4904300000000,49,43,"Summit , UT",2006,"21,768","21,143",625,2.9
CN4904500000000,49,45,"Tooele , UT",2006,"26,296","25,437",859,3.3
CN4904700000000,49,47,"Uintah , UT",2006,"16,300","15,902",398,2.4
CN4904900000000,49,49,"Utah , UT",2006,"214,250","208,141","6,109",2.9
CN4905100000000,49,51,"Wasatch , UT",2006,"10,137","9,816",321,3.2
CN4905300000000,49,53,"Washington , UT",2006,"61,333","59,487","1,846",3
CN4905500000000,49,55,"Wayne , UT",2006,"1,386","1,326",60,4.3
CN4905700000000,49,57,"Weber , UT",2006,"109,819","106,125","3,694",3.4
CN5000100000000,50,1,"Addison , VT",2006,"21,898","21,176",722,3.3
CN5000300000000,50,3,"Bennington , VT",2006,"20,675","19,925",750,3.6
CN5000500000000,50,5,"Caledonia , VT",2006,"16,945","16,249",696,4.1
CN5000700000000,50,7,"Chittenden , VT",2006,"88,480","85,605","2,875",3.2
CN5000900000000,50,9,"Essex , VT",2006,"3,290","3,161",129,3.9
CN5001100000000,50,11,"Franklin , VT",2006,"26,432","25,334","1,098",4.2
CN5001300000000,50,13,"Grand Isle , VT",2006,"4,326","4,101",225,5.2
CN5001500000000,50,15,"Lamoille , VT",2006,"15,152","14,524",628,4.1
CN5001700000000,50,17,"Orange , VT",2006,"16,673","16,115",558,3.3
CN5001900000000,50,19,"Orleans , VT",2006,"14,568","13,788",780,5.4
CN5002100000000,50,21,"Rutland , VT",2006,"36,110","34,684","1,426",3.9
CN5002300000000,50,23,"Washington , VT",2006,"34,540","33,218","1,322",3.8
CN5002500000000,50,25,"Windham , VT",2006,"24,887","23,953",934,3.8
CN5002700000000,50,27,"Windsor , VT",2006,"33,021","32,032",989,3
CN5100100000000,51,1,"Accomack , VA",2006,"18,569","17,774",795,4.3
CN5100300000000,51,3,"Albemarle , VA",2006,"49,842","48,619","1,223",2.5
CN5100500000000,51,5,"Alleghany , VA",2006,"7,342","6,985",357,4.9
CN5100700000000,51,7,"Amelia , VA",2006,"6,481","6,284",197,3
CN5100900000000,51,9,"Amherst , VA",2006,"15,529","15,023",506,3.3
CN5101100000000,51,11,"Appomattox , VA",2006,"6,961","6,704",257,3.7
CN5101300000000,51,13,"Arlington , VA",2006,"127,332","124,804","2,528",2
CN5101500000000,51,15,"Augusta , VA",2006,"36,838","35,860",978,2.7
CN5101700000000,51,17,"Bath , VA",2006,"2,893","2,798",95,3.3
CN5101900000000,51,19,"Bedford , VA",2006,"37,654","36,524","1,130",3
CN5102100000000,51,21,"Bland , VA",2006,"3,222","3,100",122,3.8
CN5102300000000,51,23,"Botetourt , VA",2006,"17,430","16,976",454,2.6
CN5102500000000,51,25,"Brunswick , VA",2006,"6,832","6,499",333,4.9
CN5102700000000,51,27,"Buchanan , VA",2006,"8,419","7,997",422,5
CN5102900000000,51,29,"Buckingham , VA",2006,"6,836","6,589",247,3.6
CN5103100000000,51,31,"Campbell , VA",2006,"27,168","26,281",887,3.3
CN5103300000000,51,33,"Caroline , VA",2006,"13,560","13,095",465,3.4
CN5103500000000,51,35,"Carroll , VA",2006,"13,826","13,097",729,5.3
CN5103600000000,51,36,"Charles City , VA",2006,"3,837","3,684",153,4
CN5103700000000,51,37,"Charlotte , VA",2006,"5,257","4,904",353,6.7
CN5104100000000,51,41,"Chesterfield , VA",2006,"164,168","159,569","4,599",2.8
CN5104300000000,51,43,"Clarke , VA",2006,"8,054","7,855",199,2.5
CN5104500000000,51,45,"Craig , VA",2006,"2,556","2,467",89,3.5
CN5104700000000,51,47,"Culpeper , VA",2006,"20,066","19,410",656,3.3
CN5104900000000,51,49,"Cumberland , VA",2006,"4,523","4,366",157,3.5
CN5105100000000,51,51,"Dickenson , VA",2006,"5,660","5,369",291,5.1
CN5105300000000,51,53,"Dinwiddie , VA",2006,"12,770","12,362",408,3.2
CN5105700000000,51,57,"Essex , VA",2006,"5,432","5,217",215,4
CN5105900000000,51,59,"Fairfax , VA",2006,"577,489","564,587","12,902",2.2
CN5106100000000,51,61,"Fauquier , VA",2006,"36,551","35,651",900,2.5
CN5106300000000,51,63,"Floyd , VA",2006,"6,998","6,768",230,3.3
CN5106500000000,51,65,"Fluvanna , VA",2006,"13,385","13,065",320,2.4
CN5106700000000,51,67,"Franklin , VA",2006,"26,011","25,178",833,3.2
CN5106900000000,51,69,"Frederick , VA",2006,"40,563","39,480","1,083",2.7
CN5107100000000,51,71,"Giles , VA",2006,"8,481","8,162",319,3.8
CN5107300000000,51,73,"Gloucester , VA",2006,"20,348","19,807",541,2.7
CN5107500000000,51,75,"Goochland , VA",2006,"10,821","10,552",269,2.5
CN5107700000000,51,77,"Grayson , VA",2006,"7,104","6,711",393,5.5
CN5107900000000,51,79,"Greene , VA",2006,"10,152","9,915",237,2.3
CN5108100000000,51,81,"Greensville , VA",2006,"3,933","3,765",168,4.3
CN5108300000000,51,83,"Halifax , VA",2006,"15,763","14,834",929,5.9
CN5108500000000,51,85,"Hanover , VA",2006,"54,752","53,357","1,395",2.5
CN5108700000000,51,87,"Henrico , VA",2006,"159,613","154,985","4,628",2.9
CN5108900000000,51,89,"Henry , VA",2006,"25,107","23,903","1,204",4.8
CN5109100000000,51,91,"Highland , VA",2006,"1,130","1,094",36,3.2
CN5109300000000,51,93,"Isle of Wight , VA",2006,"18,275","17,708",567,3.1
CN5109500000000,51,95,"James City , VA",2006,"30,328","29,515",813,2.7
CN5109700000000,51,97,"King and Queen , VA",2006,"3,334","3,221",113,3.4
CN5109900000000,51,99,"King George , VA",2006,"9,484","9,162",322,3.4
CN5110100000000,51,101,"King William , VA",2006,"8,290","8,062",228,2.8
CN5110300000000,51,103,"Lancaster , VA",2006,"5,184","4,954",230,4.4
CN5110500000000,51,105,"Lee , VA",2006,"9,277","8,873",404,4.4
CN5110700000000,51,107,"Loudoun , VA",2006,"156,992","153,601","3,391",2.2
CN5110900000000,51,109,"Louisa , VA",2006,"15,800","15,308",492,3.1
CN5111100000000,51,111,"Lunenburg , VA",2006,"5,572","5,324",248,4.5
CN5111300000000,51,113,"Madison , VA",2006,"7,274","7,080",194,2.7
CN5111500000000,51,115,"Mathews , VA",2006,"4,454","4,337",117,2.6
CN5111700000000,51,117,"Mecklenburg , VA",2006,"13,121","12,424",697,5.3
CN5111900000000,51,119,"Middlesex , VA",2006,"5,059","4,897",162,3.2
CN5112100000000,51,121,"Montgomery , VA",2006,"43,558","42,200","1,358",3.1
CN5112500000000,51,125,"Nelson , VA",2006,"7,715","7,500",215,2.8
CN5112700000000,51,127,"New Kent , VA",2006,"9,267","9,009",258,2.8
CN5113100000000,51,131,"Northampton , VA",2006,"5,865","5,604",261,4.5
CN5113300000000,51,133,"Northumberland , VA",2006,"5,971","5,719",252,4.2
CN5113500000000,51,135,"Nottoway , VA",2006,"6,427","6,160",267,4.2
CN5113700000000,51,137,"Orange , VA",2006,"15,043","14,582",461,3.1
CN5113900000000,51,139,"Page , VA",2006,"11,178","10,651",527,4.7
CN5114100000000,51,141,"Patrick , VA",2006,"8,808","8,397",411,4.7
CN5114300000000,51,143,"Pittsylvania , VA",2006,"31,044","29,335","1,709",5.5
CN5114500000000,51,145,"Powhatan , VA",2006,"14,216","13,845",371,2.6
CN5114700000000,51,147,"Prince Edward , VA",2006,"8,892","8,462",430,4.8
CN5114900000000,51,149,"Prince George , VA",2006,"14,854","14,349",505,3.4
CN5115300000000,51,153,"Prince William , VA",2006,"197,085","192,301","4,784",2.4
CN5115500000000,51,155,"Pulaski , VA",2006,"18,087","17,377",710,3.9
CN5115700000000,51,157,"Rappahannock , VA",2006,"4,265","4,164",101,2.4
CN5115900000000,51,159,"Richmond , VA",2006,"3,496","3,326",170,4.9
CN5116100000000,51,161,"Roanoke , VA",2006,"48,751","47,481","1,270",2.6
CN5116300000000,51,163,"Rockbridge , VA",2006,"11,238","10,928",310,2.8
CN5116500000000,51,165,"Rockingham , VA",2006,"42,116","41,097","1,019",2.4
CN5116700000000,51,167,"Russell , VA",2006,"11,812","11,099",713,6
CN5116900000000,51,169,"Scott , VA",2006,"9,924","9,434",490,4.9
CN5117100000000,51,171,"Shenandoah , VA",2006,"19,786","19,188",598,3
CN5117300000000,51,173,"Smyth , VA",2006,"15,339","14,620",719,4.7
CN5117500000000,51,175,"Southampton , VA",2006,"7,588","7,308",280,3.7
CN5117700000000,51,177,"Spotsylvania , VA",2006,"64,312","62,735","1,577",2.5
CN5117900000000,51,179,"Stafford , VA",2006,"63,634","62,051","1,583",2.5
CN5118100000000,51,181,"Surry , VA",2006,"3,707","3,580",127,3.4
CN5118300000000,51,183,"Sussex , VA",2006,"4,476","4,273",203,4.5
CN5118500000000,51,185,"Tazewell , VA",2006,"19,985","19,186",799,4
CN5118700000000,51,187,"Warren , VA",2006,"19,146","18,604",542,2.8
CN5119100000000,51,191,"Washington , VA",2006,"26,377","25,278","1,099",4.2
CN5119300000000,51,193,"Westmoreland , VA",2006,"8,259","7,933",326,3.9
CN5119500000000,51,195,"Wise , VA",2006,"17,279","16,497",782,4.5
CN5119700000000,51,197,"Wythe , VA",2006,"14,984","14,366",618,4.1
CN5119900000000,51,199,"York , VA",2006,"31,071","30,232",839,2.7
CN5151000000000,51,510,"Alexandria city, VA",2006,"86,832","84,891","1,941",2.2
CN5152000000000,51,520,"Bristol city, VA",2006,"7,937","7,550",387,4.9
CN5153000000000,51,530,"Buena Vista city, VA",2006,"3,389","3,273",116,3.4
CN5154000000000,51,540,"Charlottesville city, VA",2006,"20,407","19,744",663,3.2
CN5155000000000,51,550,"Chesapeake city, VA",2006,"114,199","110,468","3,731",3.3
CN5157000000000,51,570,"Colonial Heights city, VA",2006,"9,134","8,838",296,3.2
CN5158000000000,51,580,"Covington city, VA",2006,"2,790","2,589",201,7.2
